"Label (Grouping)","Population 3 years and over enrolled in school","Population 3 years and over enrolled in school!!Nursery school, preschool","Population 3 years and over enrolled in school!!Kindergarten to 12th grade","Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten","Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4","Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8","Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12","Population 3 years and over enrolled in school!!College, undergraduate","Population 3 years and over enrolled in school!!Graduate, professional school","Population enrolled in college or graduate school","Population enrolled in college or graduate school!!Males enrolled in college or graduate school","Population enrolled in college or graduate school!!Females enrolled in college or graduate school","Population 3 to 4 years","Population 3 to 4 years!!3 to 4 year olds enrolled in school","Population 5 to 9 years","Population 5 to 9 years!!5 to 9 year olds enrolled in school","Population 10 to 14 years","Population 10 to 14 years!!10 to 14 year olds enrolled in school","Population 15 to 17","Population 15 to 17!!15 to 17 year olds enrolled in school","Population 18 to 19 years","Population 18 to 19 years!!18 and 19 year olds enrolled in school","Population 20 to 24 years","Population 20 to 24 years!!20 to 24 year olds enrolled in school","Population 25 to 34 years","Population 25 to 34 years!!25 to 34 year olds enrolled in school","Population 35 years and over","Population 35 years and over!!35 years and over enrolled in school","Population 18 to 24 years","Population 18 to 24 years!!Enrolled in college or graduate school","Population 18 to 24 years!!Males 18 to 24 years","Population 18 to 24 years!!Males 18 to 24 years!!Enrolled in college or graduate school","Population 18 to 24 years!!Females 18 to 24 years","Population 18 to 24 years!!Females 18 to 24 years!!Enrolled in college or graduate school"
"        Estimate","66,561","5,929","38,434","3,357","10,619","11,988","12,470","15,122","7,076","22,198","10,536","11,662","6,944","5,015","14,261","13,764","15,335","15,026","9,217","8,969","4,860","4,418","13,193","7,828","40,380","7,027","159,871","4,514","18,053","10,854","9,188","5,393","8,865","5,461"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","8.9%","57.7%","5.0%","16.0%","18.0%","18.7%","22.7%","10.6%","33.3%","31.1%","35.7%","(X)","72.2%","(X)","96.5%","(X)","98.0%","(X)","97.3%","(X)","90.9%","(X)","59.3%","(X)","17.4%","(X)","2.8%","(X)","60.1%","(X)","58.7%","(X)","61.6%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","1,784","30,530","2,487","8,431","9,837","9,775","11,225","2,583","13,808","6,446","7,362","(X)","1,618","(X)","10,121","(X)","12,367","(X)","6,912","(X)","3,448","(X)","5,136","(X)","3,974","(X)","2,546","(X)","7,450","(X)","3,803","(X)","3,647"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","69.3%","30.1%","79.4%","74.1%","79.4%","82.1%","78.4%","74.2%","36.5%","62.2%","61.2%","63.1%","(X)","32.3%","(X)","73.5%","(X)","82.3%","(X)","77.1%","(X)","78.0%","(X)","65.6%","(X)","56.6%","(X)","56.4%","(X)","68.6%","(X)","70.5%","(X)","66.8%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","4,145","7,904","870","2,188","2,151","2,695","3,897","4,493","8,390","4,090","4,300","(X)","3,397","(X)","3,643","(X)","2,659","(X)","2,057","(X)","970","(X)","2,692","(X)","3,053","(X)","1,968","(X)","3,404","(X)","1,590","(X)","1,814"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","30.7%","69.9%","20.6%","25.9%","20.6%","17.9%","21.6%","25.8%","63.5%","37.8%","38.8%","36.9%","(X)","67.7%","(X)","26.5%","(X)","17.7%","(X)","22.9%","(X)","22.0%","(X)","34.4%","(X)","43.4%","(X)","43.6%","(X)","31.4%","(X)","29.5%","(X)","33.2%"
"San Fernando Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","461,755","27,859","282,750","23,041","82,635","83,847","93,227","125,229","25,917","151,146","68,267","82,879","45,034","24,524","105,566","101,618","108,316","106,331","65,803","64,102","41,367","33,297","119,598","58,882","297,806","44,570","1,019,748","28,431","160,965","80,312","80,619","37,329","80,346","42,983"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","6.0%","61.2%","5.0%","17.9%","18.2%","20.2%","27.1%","5.6%","32.7%","30.1%","35.3%","(X)","54.5%","(X)","96.3%","(X)","98.2%","(X)","97.4%","(X)","80.5%","(X)","49.2%","(X)","15.0%","(X)","2.8%","(X)","49.9%","(X)","46.3%","(X)","53.5%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","13,916","248,006","19,572","72,601","73,005","82,828","106,325","13,767","120,092","55,206","64,886","(X)","11,997","(X)","87,523","(X)","92,980","(X)","56,953","(X)","29,456","(X)","49,453","(X)","33,074","(X)","20,578","(X)","68,370","(X)","32,619","(X)","35,751"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","82.7%","50.0%","87.7%","84.9%","87.9%","87.1%","88.8%","84.9%","53.1%","79.5%","80.9%","78.3%","(X)","48.9%","(X)","86.1%","(X)","87.4%","(X)","88.8%","(X)","88.5%","(X)","84.0%","(X)","74.2%","(X)","72.4%","(X)","85.1%","(X)","87.4%","(X)","83.2%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","13,943","34,744","3,469","10,034","10,842","10,399","18,904","12,150","31,054","13,061","17,993","(X)","12,527","(X)","14,095","(X)","13,351","(X)","7,149","(X)","3,841","(X)","9,429","(X)","11,496","(X)","7,853","(X)","11,942","(X)","4,710","(X)","7,232"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17.3%","50.0%","12.3%","15.1%","12.1%","12.9%","11.2%","15.1%","46.9%","20.5%","19.1%","21.7%","(X)","51.1%","(X)","13.9%","(X)","12.6%","(X)","11.2%","(X)","11.5%","(X)","16.0%","(X)","25.8%","(X)","27.6%","(X)","14.9%","(X)","12.6%","(X)","16.8%"
"Santa Monica CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,807","1,294","9,274","1,008","2,854","2,296","3,116","3,724","2,515","6,239","3,109","3,130","1,385","1,037","3,824","3,824","3,297","3,232","2,240","2,200","991","925","4,054","1,650","18,719","2,228","54,027","1,711","5,045","2,300","2,526","1,256","2,519","1,044"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","7.7%","55.2%","6.0%","17.0%","13.7%","18.5%","22.2%","15.0%","37.1%","37.1%","37.1%","(X)","74.9%","(X)","100.0%","(X)","98.0%","(X)","98.2%","(X)","93.3%","(X)","40.7%","(X)","11.9%","(X)","3.2%","(X)","45.6%","(X)","49.7%","(X)","41.4%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","318","7,472","794","2,294","1,891","2,493","3,156","1,203","4,359","2,200","2,159","(X)","248","(X)","2,972","(X)","2,667","(X)","1,761","(X)","766","(X)","1,222","(X)","1,433","(X)","1,080","(X)","1,846","(X)","1,028","(X)","818"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.3%","24.6%","80.6%","78.8%","80.4%","82.4%","80.0%","84.7%","47.8%","69.9%","70.8%","69.0%","(X)","23.9%","(X)","77.7%","(X)","82.5%","(X)","80.0%","(X)","82.8%","(X)","74.1%","(X)","64.3%","(X)","63.1%","(X)","80.3%","(X)","81.8%","(X)","78.4%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","976","1,802","214","560","405","623","568","1,312","1,880","909","971","(X)","789","(X)","852","(X)","565","(X)","439","(X)","159","(X)","428","(X)","795","(X)","631","(X)","454","(X)","228","(X)","226"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27.7%","75.4%","19.4%","21.2%","19.6%","17.6%","20.0%","15.3%","52.2%","30.1%","29.2%","31.0%","(X)","76.1%","(X)","22.3%","(X)","17.5%","(X)","20.0%","(X)","17.2%","(X)","25.9%","(X)","35.7%","(X)","36.9%","(X)","19.7%","(X)","18.2%","(X)","21.6%"
"South Antelope Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61,879","2,181","44,626","3,047","12,388","13,657","15,534","13,245","1,827","15,072","6,360","8,712","5,585","1,622","15,783","14,813","17,623","17,429","10,792","10,647","5,775","3,856","15,147","6,482","26,999","3,910","103,761","3,120","20,922","8,327","11,151","3,967","9,771","4,360"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","3.5%","72.1%","4.9%","20.0%","22.1%","25.1%","21.4%","3.0%","24.4%","21.4%","27.1%","(X)","29.0%","(X)","93.9%","(X)","98.9%","(X)","98.7%","(X)","66.8%","(X)","42.8%","(X)","14.5%","(X)","3.0%","(X)","39.8%","(X)","35.6%","(X)","44.6%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","1,482","41,549","2,725","11,536","12,930","14,358","11,348","995","12,343","5,343","7,000","(X)","1,172","(X)","13,508","(X)","16,473","(X)","9,797","(X)","3,449","(X)","5,575","(X)","3,196","(X)","2,204","(X)","7,195","(X)","3,403","(X)","3,792"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","89.5%","68.0%","93.1%","89.4%","93.1%","94.7%","92.4%","85.7%","54.5%","81.9%","84.0%","80.3%","(X)","72.3%","(X)","91.2%","(X)","94.5%","(X)","92.0%","(X)","89.4%","(X)","86.0%","(X)","81.7%","(X)","70.6%","(X)","86.4%","(X)","85.8%","(X)","87.0%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","699","3,077","322","852","727","1,176","1,897","832","2,729","1,017","1,712","(X)","450","(X)","1,305","(X)","956","(X)","850","(X)","407","(X)","907","(X)","714","(X)","916","(X)","1,132","(X)","564","(X)","568"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.5%","32.0%","6.9%","10.6%","6.9%","5.3%","7.6%","14.3%","45.5%","18.1%","16.0%","19.7%","(X)","27.7%","(X)","8.8%","(X)","5.5%","(X)","8.0%","(X)","10.6%","(X)","14.0%","(X)","18.3%","(X)","29.4%","(X)","13.6%","(X)","14.2%","(X)","13.0%"
"South Bay Cities CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","32,416","3,596","22,199","1,918","7,245","6,221","6,815","4,785","1,836","6,621","3,163","3,458","3,674","2,855","9,324","9,009","8,605","8,407","4,924","4,908","1,582","1,446","4,091","1,754","19,891","2,237","80,289","1,800","5,673","2,575","3,024","1,500","2,649","1,075"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","11.1%","68.5%","5.9%","22.4%","19.2%","21.0%","14.8%","5.7%","20.4%","19.8%","21.1%","(X)","77.7%","(X)","96.6%","(X)","97.7%","(X)","99.7%","(X)","91.4%","(X)","42.9%","(X)","11.2%","(X)","2.2%","(X)","45.4%","(X)","49.6%","(X)","40.6%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","1,086","19,338","1,507","6,539","5,548","5,744","3,842","904","4,746","2,402","2,344","(X)","838","(X)","7,584","(X)","7,435","(X)","4,067","(X)","1,265","(X)","1,377","(X)","1,602","(X)","1,002","(X)","2,133","(X)","1,250","(X)","883"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77.6%","30.2%","87.1%","78.6%","90.3%","89.2%","84.3%","80.3%","49.2%","71.7%","75.9%","67.8%","(X)","29.4%","(X)","84.2%","(X)","88.4%","(X)","82.9%","(X)","87.5%","(X)","78.5%","(X)","71.6%","(X)","55.7%","(X)","82.8%","(X)","83.3%","(X)","82.1%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","2,510","2,861","411","706","673","1,071","943","932","1,875","761","1,114","(X)","2,017","(X)","1,425","(X)","972","(X)","841","(X)","181","(X)","377","(X)","635","(X)","798","(X)","442","(X)","250","(X)","192"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22.4%","69.8%","12.9%","21.4%","9.7%","10.8%","15.7%","19.7%","50.8%","28.3%","24.1%","32.2%","(X)","70.6%","(X)","15.8%","(X)","11.6%","(X)","17.1%","(X)","12.5%","(X)","21.5%","(X)","28.4%","(X)","44.3%","(X)","17.2%","(X)","16.7%","(X)","17.9%"
"South Gate-East Los Angeles CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","149,130","8,512","102,256","7,470","28,126","32,792","33,868","35,070","3,292","38,362","16,839","21,523","14,803","7,324","35,795","34,501","41,702","40,665","24,109","23,399","14,727","10,307","41,043","17,289","80,278","10,455","223,674","5,190","55,770","24,015","28,314","10,698","27,456","13,317"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","5.7%","68.6%","5.0%","18.9%","22.0%","22.7%","23.5%","2.2%","25.7%","22.7%","28.7%","(X)","49.5%","(X)","96.4%","(X)","97.5%","(X)","97.1%","(X)","70.0%","(X)","42.1%","(X)","13.0%","(X)","2.3%","(X)","43.1%","(X)","37.8%","(X)","48.5%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","7,955","99,171","7,153","27,352","31,717","32,949","32,437","2,313","34,750","15,154","19,596","(X)","6,843","(X)","33,378","(X)","39,412","(X)","22,731","(X)","9,777","(X)","16,184","(X)","9,191","(X)","4,360","(X)","22,484","(X)","9,922","(X)","12,562"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","95.1%","93.5%","97.0%","95.8%","97.2%","96.7%","97.3%","92.5%","70.3%","90.6%","90.0%","91.0%","(X)","93.4%","(X)","96.7%","(X)","96.9%","(X)","97.1%","(X)","94.9%","(X)","93.6%","(X)","87.9%","(X)","84.0%","(X)","93.6%","(X)","92.7%","(X)","94.3%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","557","3,085","317","774","1,075","919","2,633","979","3,612","1,685","1,927","(X)","481","(X)","1,123","(X)","1,253","(X)","668","(X)","530","(X)","1,105","(X)","1,264","(X)","830","(X)","1,531","(X)","776","(X)","755"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.9%","6.5%","3.0%","4.2%","2.8%","3.3%","2.7%","7.5%","29.7%","9.4%","10.0%","9.0%","(X)","6.6%","(X)","3.3%","(X)","3.1%","(X)","2.9%","(X)","5.1%","(X)","6.4%","(X)","12.1%","(X)","16.0%","(X)","6.4%","(X)","7.3%","(X)","5.7%"
"Southwest San Gabriel Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","73,665","4,030","44,084","3,614","11,572","13,088","15,810","20,539","5,012","25,551","12,475","13,076","7,370","3,994","14,760","14,283","16,908","16,415","11,501","11,268","6,082","5,142","19,377","9,853","47,845","8,204","188,280","4,506","25,459","13,353","12,853","6,518","12,606","6,835"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","5.5%","59.8%","4.9%","15.7%","17.8%","21.5%","27.9%","6.8%","34.7%","33.3%","36.1%","(X)","54.2%","(X)","96.8%","(X)","97.1%","(X)","98.0%","(X)","84.5%","(X)","50.8%","(X)","17.1%","(X)","2.4%","(X)","52.4%","(X)","50.7%","(X)","54.2%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","2,575","40,810","3,175","10,482","12,176","14,977","18,944","2,644","21,588","10,594","10,994","(X)","2,591","(X)","12,765","(X)","15,252","(X)","10,695","(X)","4,925","(X)","9,089","(X)","6,253","(X)","3,403","(X)","12,440","(X)","6,134","(X)","6,306"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","88.2%","63.9%","92.6%","87.9%","90.6%","93.0%","94.7%","92.2%","52.8%","84.5%","84.9%","84.1%","(X)","64.9%","(X)","89.4%","(X)","92.9%","(X)","94.9%","(X)","95.8%","(X)","92.2%","(X)","76.2%","(X)","75.5%","(X)","93.2%","(X)","94.1%","(X)","92.3%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","1,455","3,274","439","1,090","912","833","1,595","2,368","3,963","1,881","2,082","(X)","1,403","(X)","1,518","(X)","1,163","(X)","573","(X)","217","(X)","764","(X)","1,951","(X)","1,103","(X)","913","(X)","384","(X)","529"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.8%","36.1%","7.4%","12.1%","9.4%","7.0%","5.3%","7.8%","47.2%","15.5%","15.1%","15.9%","(X)","35.1%","(X)","10.6%","(X)","7.1%","(X)","5.1%","(X)","4.2%","(X)","7.8%","(X)","23.8%","(X)","24.5%","(X)","6.8%","(X)","5.9%","(X)","7.7%"
"Torrance CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","34,245","2,787","21,889","1,800","6,326","6,938","6,825","7,686","1,883","9,569","4,516","5,053","3,049","2,174","8,225","8,032","8,759","8,726","4,865","4,803","2,331","2,103","6,813","3,767","19,042","2,822","85,377","1,818","9,144","5,018","4,809","2,492","4,335","2,526"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","8.1%","63.9%","5.3%","18.5%","20.3%","19.9%","22.4%","5.5%","27.9%","25.3%","30.8%","(X)","71.3%","(X)","97.7%","(X)","99.6%","(X)","98.7%","(X)","90.2%","(X)","55.3%","(X)","14.8%","(X)","2.1%","(X)","54.9%","(X)","51.8%","(X)","58.3%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","939","19,561","1,504","5,752","6,123","6,182","6,448","1,007","7,455","3,480","3,975","(X)","528","(X)","7,020","(X)","7,739","(X)","4,407","(X)","1,909","(X)","3,197","(X)","1,959","(X)","1,196","(X)","4,353","(X)","2,199","(X)","2,154"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","81.6%","33.7%","89.4%","83.6%","90.9%","88.3%","90.6%","83.9%","53.5%","77.9%","77.1%","78.7%","(X)","24.3%","(X)","87.4%","(X)","88.7%","(X)","91.8%","(X)","90.8%","(X)","84.9%","(X)","69.4%","(X)","65.8%","(X)","86.7%","(X)","88.2%","(X)","85.3%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","1,848","2,328","296","574","815","643","1,238","876","2,114","1,036","1,078","(X)","1,646","(X)","1,012","(X)","987","(X)","396","(X)","194","(X)","570","(X)","863","(X)","622","(X)","665","(X)","293","(X)","372"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18.4%","66.3%","10.6%","16.4%","9.1%","11.7%","9.4%","16.1%","46.5%","22.1%","22.9%","21.3%","(X)","75.7%","(X)","12.6%","(X)","11.3%","(X)","8.2%","(X)","9.2%","(X)","15.1%","(X)","30.6%","(X)","34.2%","(X)","13.3%","(X)","11.8%","(X)","14.7%"
"Upper San Gabriel Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","83,313","5,140","53,544","4,090","14,167","17,671","17,616","20,071","4,558","24,629","11,656","12,973","8,167","4,549","18,573","17,836","22,186","21,882","12,430","12,152","7,144","5,766","21,350","9,767","44,025","6,696","182,744","4,665","28,494","13,629","14,767","6,689","13,727","6,940"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","6.2%","64.3%","4.9%","17.0%","21.2%","21.1%","24.1%","5.5%","29.6%","27.6%","31.6%","(X)","55.7%","(X)","96.0%","(X)","98.6%","(X)","97.8%","(X)","80.7%","(X)","45.7%","(X)","15.2%","(X)","2.6%","(X)","47.8%","(X)","45.3%","(X)","50.6%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","2,838","50,010","3,687","13,279","16,488","16,556","17,871","2,445","20,316","9,961","10,355","(X)","2,502","(X)","16,401","(X)","20,424","(X)","11,350","(X)","5,275","(X)","8,730","(X)","5,320","(X)","3,162","(X)","12,204","(X)","5,954","(X)","6,250"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","87.8%","55.2%","93.4%","90.1%","93.7%","93.3%","94.0%","89.0%","53.6%","82.5%","85.5%","79.8%","(X)","55.0%","(X)","92.0%","(X)","93.3%","(X)","93.4%","(X)","91.5%","(X)","89.4%","(X)","79.5%","(X)","67.8%","(X)","89.5%","(X)","89.0%","(X)","90.1%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","2,302","3,534","403","888","1,183","1,060","2,200","2,113","4,313","1,695","2,618","(X)","2,047","(X)","1,435","(X)","1,458","(X)","802","(X)","491","(X)","1,037","(X)","1,376","(X)","1,503","(X)","1,425","(X)","735","(X)","690"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.2%","44.8%","6.6%","9.9%","6.3%","6.7%","6.0%","11.0%","46.4%","17.5%","14.5%","20.2%","(X)","45.0%","(X)","8.0%","(X)","6.7%","(X)","6.6%","(X)","8.5%","(X)","10.6%","(X)","20.5%","(X)","32.2%","(X)","10.5%","(X)","11.0%","(X)","9.9%"
"Whittier CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","81,362","3,670","49,299","3,763","12,602","15,735","17,199","24,697","3,696","28,393","12,394","15,999","7,180","2,978","17,840","16,023","21,610","19,836","13,548","12,140","9,138","6,909","24,509","12,271","44,519","6,624","171,031","4,581","33,647","17,345","15,702","7,115","17,945","10,230"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","4.5%","60.6%","4.6%","15.5%","19.3%","21.1%","30.4%","4.5%","34.9%","31.4%","38.2%","(X)","41.5%","(X)","89.8%","(X)","91.8%","(X)","89.6%","(X)","75.6%","(X)","50.1%","(X)","14.9%","(X)","2.7%","(X)","51.5%","(X)","45.3%","(X)","57.0%"
"    In public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","2,166","45,491","3,472","11,216","14,587","16,216","18,734","1,637","20,371","8,898","11,473","(X)","1,701","(X)","14,238","(X)","18,348","(X)","11,466","(X)","5,165","(X)","8,967","(X)","4,983","(X)","3,160","(X)","12,415","(X)","5,181","(X)","7,234"
"    Percent in public school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","83.6%","59.0%","92.3%","92.3%","89.0%","92.7%","94.3%","75.9%","44.3%","71.7%","71.8%","71.7%","(X)","57.1%","(X)","88.9%","(X)","92.5%","(X)","94.4%","(X)","74.8%","(X)","73.1%","(X)","75.2%","(X)","69.0%","(X)","71.6%","(X)","72.8%","(X)","70.7%"
"    In private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","1,504","3,808","291","1,386","1,148","983","5,963","2,059","8,022","3,496","4,526","(X)","1,277","(X)","1,785","(X)","1,488","(X)","674","(X)","1,744","(X)","3,304","(X)","1,641","(X)","1,421","(X)","4,930","(X)","1,934","(X)","2,996"
"    Percent in private school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16.4%","41.0%","7.7%","7.7%","11.0%","7.3%","5.7%","24.1%","55.7%","28.3%","28.2%","28.3%","(X)","42.9%","(X)","11.1%","(X)","7.5%","(X)","5.6%","(X)","25.2%","(X)","26.9%","(X)","24.8%","(X)","31.0%","(X)","28.4%","(X)","27.2%","(X)","29.3%"
